STOP_ID, STOP_NAME,SA2_NAME,SA3_CODE,SA2_CODE
19920,Carnegie Railway Station (Carnegie),Carnegie,20802,208021176
19954,Elsternwick Railway Station (Elsternwick),Elsternwick,20802,208021179
19868,Ferntree Gully Railway Station (Ferntree Gully),Ferntree Gully,21101,211011447
19873,Glen Waverley Railway Station (Glen Waverley),Glen Waverley,21205,212051321
19943,Caulfield Railway Station (Caulfield East),Caulfield East,20802,208020000
19838,East Malvern Railway Station (Malvern East),Malvern East,20804,208041195
19874,Syndal Railway Station (Glen Waverley),Glen Waverley,21205,212051321
19955,Ripponlea Railway Station (Ripponlea),Ripponlea,20605,206050000
19875,Mount Waverley Railway Station (Mount Waverley),Mount Waverley,21205,212051323
19839,Holmesglen Railway Station (Malvern East),Malvern East,20804,208041195
19840,Jordanville Railway Station (Mount Waverley),Mount Waverley,21205,212051323
19956,Balaclava Railway Station (Balaclava),Balaclava,20605,206050000
19837,Darling Railway Station (Malvern East),Malvern East,20804,208041195
19847,Alamein Railway Station (Ashburton),Ashburton,20701,207011146
19944,Malvern Railway Station (Malvern),Malvern,20804,208041194
19848,Ashburton Railway Station (Ashburton),Ashburton,20701,207011146
19869,Boronia Railway Station (Boronia),Boronia,21101,211011446
19835,Glen Iris Railway Station (Glen Iris),Glen Iris,20701,207011150
19945,Armadale Railway Station (Armadale),Armadale,20606,206061135
19957,Windsor Railway Station (Windsor),Windsor,20606,206061136
19912,Gardiner Railway Station (Glen Iris),Glen Iris,20701,207011150
19849,Burwood Railway Station (Glen Iris),Glen Iris,20701,207011150
19946,Toorak Railway Station (Armadale),Armadale,20606,206061135
19958,Prahran Railway Station (Prahran),Prahran,20606,206061136
19911,Tooronga Railway Station (Malvern),Malvern,20804,208041194
19947,Hawksburn Railway Station (South Yarra),South Yarra,20604,206041125
19850,Hartwell Railway Station (Camberwell),Camberwell,20701,207011149
19870,Bayswater Railway Station (Bayswater),Bayswater,21101,211011251
19910,Kooyong Railway Station (Kooyong),Kooyong,20804,208040000
19959,South Yarra Railway Station (South Yarra),South Yarra,20604,206041125
19851,Willison Railway Station (Camberwell),Camberwell,20701,207011149
19909,Heyington Railway Station (Toorak),Toorak,20606,206061138
19852,Riversdale Railway Station (Camberwell),Camberwell,20701,207011149
19871,Heathmont Railway Station (Heathmont),Heathmont,21103,211030000
19906,Burnley Railway Station (Burnley),Burnley,20607,206070000
19853,Camberwell Railway Station (Camberwell),Camberwell,20701,207011149
19907,East Richmond Railway Station (Richmond),Richmond,20607,206071144
19892,East Camberwell Railway Station (Camberwell),Camberwell,20701,207011149
19827,Stony Point Railway Station (Crib Point),Crib Point,21402,214020000
19828,Crib Point Railway Station (Crib Point),Crib Point,21402,214020000
19829,Morradoo Railway Station (Crib Point),Crib Point,21402,214020000
19830,Bittern Railway Station (Bittern),Bittern,21402,214020000
19831,Hastings Railway Station (Hastings),Hastings,21402,214021379
19832,Tyabb Railway Station (Tyabb),Tyabb,21402,214020000
19833,Somerville Railway Station (Somerville),Somerville,21402,214021385
19834,Baxter Railway Station (Baxter),Baxter,21402,214020000
19836,Leawarra Railway Station (Frankston),Frankston,21401,214011371
19855,Frankston Railway Station (Frankston),Frankston,21401,214011371
19856,Kananook Railway Station (Seaford),Seaford,21401,214011375
19857,Seaford Railway Station (Seaford),Seaford,21401,214011375
19886,Cranbourne Railway Station (Cranbourne),Cranbourne,21203,212031300
19880,Pakenham Railway Station (Pakenham),Pakenham,21201,212011291
19887,Merinda Park Railway Station (Cranbourne North),Cranbourne North,21203,212031302
19858,Carrum Railway Station (Carrum),Carrum,20803,208031185
45794,Cardinia Road Railway Station (Pakenham),Pakenham,21201,212011291
19881,Officer Railway Station (Officer),Officer,21201,212011287
19859,Bonbeach Railway Station (Bonbeach),Bonbeach,20803,208031186
45793,Lynbrook Railway Station (Lynbrook),Lynbrook,21203,212031305
19860,Chelsea Railway Station (Chelsea),Chelsea,20803,208031186
19882,Beaconsfield Railway Station (Beaconsfield),Beaconsfield,21201,212011287
19883,Berwick Railway Station (Berwick),Berwick,21202,212021293
19861,Edithvale Railway Station (Edithvale),Edithvale,20803,208031189
19884,Narre Warren Railway Station (Narre Warren),Narre Warren,21202,212021455
19862,Aspendale Railway Station (Aspendale),Aspendale,20803,208031189
19885,Hallam Railway Station (Hallam),Hallam,21202,212021297
19863,Mordialloc Railway Station (Mordialloc),Mordialloc,20803,208031193
19864,Parkdale Railway Station (Parkdale),Parkdale,20803,208031193
19888,Dandenong Railway Station (Dandenong),Dandenong,21204,212041311
