,STOP_ID, STOP_NAME,SA3_NAME
79,19667,51-Bradshaw St/Keilor Rd (Essendon),Essendon
80,21196,51-Bradshaw St/Keilor Rd (Essendon),Essendon
81,20774,52-Hoffmans Rd/Keilor Rd (Essendon),Essendon
82,22305,52-Treadwell Rd/Keilor Rd (Niddrie),Niddrie
83,19669,53A-Matthews Ave/Keilor Rd (Essendon),Essendon
84,19475,53-Keilor Rd/Matthews Ave (Niddrie),Niddrie
85,19670,53-Keilor Rd/Matthews Ave (Niddrie),Niddrie
86,19671,54-Fullarton Rd/Matthews Ave (Airport West),Airport West
87,19477,54-Fullarton Rd/Matthews Ave (Niddrie),Niddrie
88,19672,55-Cameron St/Matthews Ave (Airport West),Airport West
89,19478,55-Cameron St/Matthews Ave (Airport West),Airport West
90,19479,56-Earl St/Matthews Ave (Airport West),Airport West
91,19673,56-Earl St/Matthews Ave (Airport West),Airport West
92,19674,57-Hawker St/Matthews Ave (Airport West),Airport West
93,19480,57-Hawker St/Matthews Ave (Airport West),Airport West
94,19675,58-Marshall Rd/Matthews Ave (Airport West),Airport West
95,19481,58-Marshall Rd/Matthews Ave (Airport West),Airport West
96,19482,59-Airport West/Matthews Ave (Airport West),Airport West
97,18079,38-Jacobs Reserve/Melville Rd (Brunswick West),Brunswick West
98,18558,38-Jacobs Reserve/Melville Rd (Brunswick West),Brunswick West
99,18078,37-Albion St/Melville Rd (Brunswick West),Brunswick West
100,18557,37-Albion St/Melville Rd (Brunswick West),Brunswick West
101,18077,36-Hope St/Melville Rd (Brunswick West),Brunswick West
102,18556,36-Hope St/Melville Rd (Brunswick West),Brunswick West
103,18076,35-Victoria St/Melville Rd (Brunswick West),Brunswick West
104,18555,35-Victoria St/Melville Rd (Brunswick West),Brunswick West
105,18075,34-Smith St/Melville Rd (Brunswick),Brunswick
106,18554,34-Smith St/Melville Rd (Brunswick West),Brunswick West
107,19274,38-Pascoe Vale Rd/Fletcher St (Essendon),Essendon
108,19626,38-Fletcher St/Pascoe Vale Rd (Essendon),Essendon
109,20775,37-Buckley St/Pascoe Vale Rd (Essendon),Essendon
110,19625,37-Buckley St/Pascoe Vale Rd (Moonee Ponds),Moonee Ponds
111,19627,39-Hoddle St/Fletcher St (Essendon),Essendon
112,19275,39-Hoddle St/Fletcher St (Essendon),Essendon
113,19272,36-Salisbury St/Pascoe Vale Rd (Moonee Ponds),Moonee Ponds
114,19624,36-Murray St/Pascoe Vale Rd (Moonee Ponds),Moonee Ponds
115,19628,40-Nicholson St/Fletcher St (Essendon),Essendon
116,19276,40-Nicholson St/Fletcher St (Essendon),Essendon
117,19277,41-Fletcher St/Napier St (Essendon),Essendon
118,19657,41-Fletcher St/Napier St (Essendon),Essendon
119,19271,35-Queens Park/Pascoe Vale Rd (Moonee Ponds),Moonee Ponds
120,19623,35-Queens Park/Pascoe Vale Rd (Moonee Ponds),Moonee Ponds
121,19609,34-Moonee Valley Civic Centre/Pascoe Vale Rd (Moonee Ponds),Moonee Ponds
122,19270,34-Moonee Valley Civic Centre/Pascoe Vale Rd (Moonee Ponds),Moonee Ponds
123,19608,32-Moonee Ponds Junction/Pascoe Vale Rd (Moonee Ponds),Moonee Ponds
124,19269,32-Moonee Ponds Junction/Pascoe Vale Rd (Moonee Ponds),Moonee Ponds
125,19268,31-Montgomery St/Mt Alexander Rd (Moonee Ponds),Moonee Ponds
126,19606,31-Montgomery St/Mt Alexander Rd (Moonee Ponds),Moonee Ponds
127,18511,33-Chaucer St/Ascot Vale Rd (Moonee Ponds),Moonee Ponds
128,17942,33-Chaucer St/Ascot Vale Rd (Moonee Ponds),Moonee Ponds
129,19267,30-Ormond Rd/Mt Alexander Rd (Moonee Ponds),Moonee Ponds
130,19605,30-Maribyrnong Rd/Mt Alexander Rd (Ascot Vale),Ascot Vale
131,19266,29-Warrick St/Mt Alexander Rd (Ascot Vale),Ascot Vale
132,19604,29-Warrick St/Mt Alexander Rd (Ascot Vale),Ascot Vale
133,19265,28-Middle St/Mt Alexander Rd (Ascot Vale),Ascot Vale
134,18512,34-Maribyrnong Rd/Ascot Vale Rd (Moonee Ponds),Moonee Ponds
135,19603,28-Middle St/Mt Alexander Rd (Ascot Vale),Ascot Vale
136,17941,34-Ascot Vale Rd/Maribyrnong Rd (Moonee Ponds),Moonee Ponds
137,19264,27-Essendon Tram Depot/Mt Alexander Rd (Ascot Vale),Ascot Vale
138,19602,27-Essendon Tram Depot/Mt Alexander Rd (Ascot Vale),Ascot Vale
139,19263,26-Wellington St/Mt Alexander Rd (Flemington),Flemington
140,19262,25-Mount Alexander College/Mt Alexander Rd (Flemington),Flemington
141,19601,26-Wellington St/Mt Alexander Rd (Flemington),Flemington
142,19600,25-Mount Alexander College/Mt Alexander Rd (Travancore),Travancore
143,17940,35-Moore St/Maribyrnong Rd (Moonee Ponds),Moonee Ponds
144,18513,35-Moore St/Maribyrnong Rd (Moonee Ponds),Moonee Ponds
145,17939,36-86 Maribyrnong Rd (Moonee Ponds),Moonee Ponds
146,17961,19-Abbotsford St Interchange/Abbotsford St (North Melbourne),North Melbourne
147,18536,19-Abbotsford St Interchange/Abbotsford St (North Melbourne),North Melbourne
148,18064,24-Elliott Ave/Royal Park (Parkville),Parkville
149,18544,24-Elliott Ave/Royal Park (Parkville),Parkville
150,18065,25-State Netball Hockey Centre/Royal Park (Parkville),Parkville
151,18545,25-State Netball Hockey Centre/Royal Park (Parkville),Parkville
152,19595,20-Melrose St/Flemington Rd (North Melbourne),North Melbourne
153,17959,20-Melrose St/Flemington Rd (North Melbourne),North Melbourne
154,19259,22-Flemington Bridge Station/Flemington Rd (North Melbourne),North Melbourne
155,18533,22-Boundary Rd/Racecourse Rd (North Melbourne),North Melbourne
156,19597,22-Flemington Bridge Station/Flemington Rd (North Melbourne),North Melbourne
157,17958,22-Boundary Rd/Racecourse Rd (North Melbourne),North Melbourne
158,19260,23-Flemington Community Centre/Mt Alexander Rd (Flemington),Flemington
159,19598,23-Flemington Community Centre/Mt Alexander Rd (Flemington),Flemington
160,17957,23-Stubbs St/Racecourse Rd (Flemington),Flemington
161,18532,23-Stubbs St/Racecourse Rd (Flemington),Flemington
162,19599,24-Mooltan St/Mt Alexander Rd (Flemington),Flemington
163,19261,24-Mooltan St/Mt Alexander Rd (Flemington),Flemington
164,18531,24-Collett St/Racecourse Rd (Kensington),Kensington
165,17956,24-Victoria St/Racecourse Rd (Flemington),Flemington
166,17955,25-Wellington St/Racecourse Rd (Flemington),Flemington
167,18530,25-Wellington St/Racecourse Rd (Flemington),Flemington
168,18529,26-Newmarket Plaza/Racecourse Rd (Kensington),Kensington
169,17954,26-Newmarket Plaza/Racecourse Rd (Flemington),Flemington
170,18528,28-Smithfield Rd/Racecourse Rd (Flemington),Flemington
171,17953,28-Smithfield Rd/Racecourse Rd (Flemington),Flemington
172,17952,29-Flemington Racecourse/Racecourse Rd (Flemington),Flemington
173,18527,29-Flemington Racecourse/Racecourse Rd (Flemington),Flemington
174,17951,30-Flemington Racecourse/Epsom Rd (Ascot Vale),Ascot Vale
175,18526,30-Flemington Racecourse/Epsom Rd (Flemington),Flemington
176,18525,31-Racing Victoria/400 Epsom Rd (Flemington),Flemington
177,17950,31-Racing Victoria/161 Epsom Rd (Ascot Vale),Ascot Vale
178,17934,64-Footscray Station/Leeds St (Footscray),Footscray
179,17933,63-Footscray Market/Leeds St (Footscray),Footscray
180,18509,63-Leeds St/Hopkins St (Footscray),Footscray
181,17932,62-Nicholson St/Hopkins St (Footscray),Footscray
182,18508,62-Nicholson St/Droop St (Footscray),Footscray
183,17931,61-Geelong Rd/Droop St (Footscray),Footscray
184,18507,61-Geelong Rd/Droop St (Footscray),Footscray
185,17930,60-Tiernan St/Droop St (Footscray),Footscray
186,18506,60-Tiernan St/Droop St (Footscray),Footscray
187,17929,59-Droop St/Ballarat Rd (Footscray),Footscray
188,18505,59-Droop St/Ballarat Rd (Footscray),Footscray
189,18501,58-Ballarat Rd/Gordon St (Footscray),Footscray
190,17928,58-Ballarat Rd/Gordon St (Footscray),Footscray
191,18500,57-Titch St/Gordon St (Footscray),Footscray
192,17927,57-Titch St/Gordon St (Footscray),Footscray
193,18499,56-Edgewater Square/Gordon St (Maribyrnong),Maribyrnong
194,17926,56-Edgewater Square/Gordon St (Maribyrnong),Maribyrnong
195,19349,121-Weston St/Lygon St (Brunswick East),Brunswick East
196,18713,121-Weston St/Lygon St (Brunswick East),Brunswick East
197,19350,122-Glenlyon Rd/Lygon St (Brunswick East),Brunswick East
198,18714,122-Glenlyon Rd/Lygon St (Brunswick East),Brunswick East
199,19351,123-Albert St/Lygon St (Brunswick East),Brunswick East
200,18715,123-Albert St/Lygon St (Brunswick East),Brunswick East
201,19352,124-Victoria St/Lygon St (Brunswick East),Brunswick East
202,18716,124-Victoria St/Lygon St (Brunswick East),Brunswick East
203,19353,125-Blyth St/Lygon St (Brunswick East),Brunswick East
204,18717,125-Blyth St/Lygon St (Brunswick East),Brunswick East
205,19354,126-Stewart St/Lygon St (Brunswick East),Brunswick East
206,18718,126-Stewart St/Lygon St (Brunswick East),Brunswick East
207,19355,127-Albion St/Holmes St (Brunswick East),Brunswick East
208,18719,127-Albion St/Lygon St (Brunswick East),Brunswick East
209,17329,17-Ievers St/Royal Pde (Parkville),Parkville
210,16730,17-Ievers St/Royal Pde (Parkville),Parkville
211,17328,18-Princes Park/Royal Pde (Parkville),Parkville
212,16729,18-Princes Park/Royal Pde (Parkville),Parkville
213,17327,19-Brunswick Rd/Sydney Rd (Brunswick),Brunswick
214,16728,19-Brunswick Rd/Sydney Rd (Brunswick),Brunswick
215,21962,20-Barkly Square/Sydney Rd (Brunswick),Brunswick
216,16727,20-Barkly Square/115 Sydney Rd (Brunswick),Brunswick
217,17325,21-Glenlyon Rd/Sydney Rd (Brunswick),Brunswick
218,16726,21-Brunswick Town Hall/Sydney Rd (Brunswick),Brunswick
219,17324,22-Albert St/Sydney Rd (Brunswick),Brunswick
220,16725,22-Albert St/Sydney Rd (Brunswick),Brunswick
221,17323,23-Victoria St/Sydney Rd (Brunswick),Brunswick
222,16724,23-Victoria St/Sydney Rd (Brunswick),Brunswick
223,17322,24-Blyth St/Sydney Rd (Brunswick),Brunswick
224,16723,24-Brunswick Baptist Church/Sydney Rd (Brunswick),Brunswick
225,17321,25-Stewart St/Sydney Rd (Brunswick),Brunswick
226,16722,25-Stewart St/Sydney Rd (Brunswick),Brunswick
227,16721,26-Albion St/Sydney Rd (Brunswick),Brunswick
228,18067,27-Royal Park Station/Royal Park (Parkville),Parkville
229,18547,27-Royal Park Station/Royal Park (Parkville),Parkville
230,18066,26-Melbourne Zoo/Royal Park (Parkville),Parkville
231,18546,26-Melbourne Zoo/Royal Park (Parkville),Parkville
232,18068,28-Park St/Royal Park (Parkville),Parkville
233,18548,28-Park St/Royal Park (Parkville),Parkville
234,18069,29-Brunswick Rd/Grantham St (Brunswick West),Brunswick West
235,18549,29-Brunswick Rd/Royal Park (Parkville),Parkville
236,18071,30-Union Square Shopping Centre/Grantham St (Brunswick West),Brunswick West
237,18550,30-Union Square Shopping Centre/Grantham St (Brunswick West),Brunswick West
238,18551,31-Dawson St/Grantham St (Brunswick West),Brunswick West
239,18072,31-Grantham St/Dawson St (Brunswick West),Brunswick West
240,18552,32-Foden St/Dawson St (Brunswick),Brunswick
241,18073,32-Foden St/Dawson St (Brunswick),Brunswick
242,18553,33-Daly St/Dawson St (Brunswick),Brunswick
243,18074,33-South Daly St/Dawson St (Brunswick West),Brunswick West
244,17866,9-Pelham St/Elizabeth St (Melbourne City),Melbourne City
245,20492,11-Queensberry St/Peel St (North Melbourne),North Melbourne
246,20493,11-Queensberry St/Peel St (North Melbourne),North Melbourne
247,20491,12-Flemington Rd/Peel St (North Melbourne),North Melbourne
248,20490,12-Flemington Rd/Peel St (North Melbourne),North Melbourne
249,17868,10-Royal Melbourne Hospital/Royal Pde (Parkville),Parkville
250,17867,10-Royal Melbourne Hospital/Royal Pde (Melbourne City),Melbourne City
251,17858,9-William St/Victoria St (Melbourne City),Melbourne City
252,17335,11-University of Melbourne/Royal Pde (Parkville),Parkville
253,16736,11-University of Melbourne/Royal Pde (Parkville),Parkville
254,17863,9-Howard St/Victoria St (Melbourne City),Melbourne City
255,17334,12-Morrah St/Royal Pde (Parkville),Parkville
256,16735,12-Morrah St/Royal Pde (Parkville),Parkville
257,17859,10-Chetwynd St/Victoria St (Melbourne City),Melbourne City
258,19591,14-Royal Melbourne Hospital/Flemington Rd (North Melbourne),North Melbourne
259,17862,10-Chetwynd St/Victoria St (Melbourne City),Melbourne City
260,19253,14-Royal Melbourne Hospital/Flemington Rd (Parkville),Parkville
261,17333,13-Gatehouse St/Royal Pde (Parkville),Parkville
262,16734,13-Gatehouse St/Royal Pde (Parkville),Parkville
263,17332,14-Cemetery Road West/Royal Pde (Parkville),Parkville
264,16733,14-Macarthur Rd/Royal Pde (Parkville),Parkville
265,17331,15-Leonard St/Royal Pde (Parkville),Parkville
266,16732,15-Leonard St/Royal Pde (Parkville),Parkville
267,17860,11-Errol St/Victoria St (Melbourne City),Melbourne City
268,17861,11-Victoria St/Errol St (North Melbourne),North Melbourne
269,19590,12-North Melbourne Town Hall/Errol St (North Melbourne),North Melbourne
270,17330,16-Walker St/Royal Pde (Parkville),Parkville
271,19699,15-Murphy St/Flemington Rd (North Melbourne),North Melbourne
272,16731,16-Visy Park/Royal Pde (Parkville),Parkville
273,19251,12-North Melbourne Town Hall/Queensberry St (North Melbourne),North Melbourne
274,20482,15-Murphy St/Flemington Rd (North Melbourne),North Melbourne
275,19589,13-Curzon St/Queensberry St (North Melbourne),North Melbourne
276,19592,16-Harker St/Flemington Rd (North Melbourne),North Melbourne
277,19250,13-Curzon St/Queensberry St (North Melbourne),North Melbourne
278,19254,16-Harker St/Flemington Rd (Parkville),Parkville
279,18541,14-Abbotsford St/Queensberry St (North Melbourne),North Melbourne
280,18061,14-Queensberry St/Abbotsford St (North Melbourne),North Melbourne
281,18060,15-Arden St/Abbotsford St (North Melbourne),North Melbourne
282,18540,15-Arden St/Abbotsford St (North Melbourne),North Melbourne
283,18059,16-Haines St/Abbotsford St (North Melbourne),North Melbourne
284,19256,19-Royal Childrens Hospital/Flemington Rd (North Melbourne),North Melbourne
285,18539,16-Haines St/Abbotsford St (North Melbourne),North Melbourne
286,19594,19-Royal Childrens Hospital/Flemington Rd (North Melbourne),North Melbourne
287,18538,17-Canning St/Abbotsford St (North Melbourne),North Melbourne
288,18063,23-Royal Park/Royal Park (Parkville),Parkville
289,18058,17-Molesworth St/Abbotsford St (North Melbourne),North Melbourne
290,18543,23-Royal Park/Royal Park (Parkville),Parkville
291,18537,18-Erskine St/Abbotsford St (North Melbourne),North Melbourne
292,18057,18-Chapman St/Abbotsford St (North Melbourne),North Melbourne
293,18186,124-Batman Park/Spencer St (Melbourne City),Melbourne City
294,18199,5-Bourke St/William St (Melbourne City),Melbourne City
295,21232,1-Spencer St/Flinders St (Melbourne City),Melbourne City
296,18210,5-Bourke St/William St (Melbourne City),Melbourne City
297,17885,3-William St/Bourke St (Melbourne City),Melbourne City
298,17597,3-William St/Bourke St (Melbourne City),Melbourne City
299,17906,1-Spencer St/Collins St (Melbourne City),Melbourne City
300,17905,1-Spencer St/Collins St (Melbourne City),Melbourne City
301,18056,D6-Flinders Street West/Flinders St (Docklands),Docklands
302,19722,126-Montague St/Light Rail (South Melbourne),South Melbourne
303,18179,D6-Victoria Police Centre/Flinders St (Southbank),Southbank
304,19370,126-Montague St/Light Rail (South Melbourne),South Melbourne
305,18187,122-Southern Cross Railway Station/Spencer St (Melbourne City),Melbourne City
306,18194,122-Southern Cross Railway Station/Spencer St (Melbourne City),Melbourne City
307,18208,7-Flagstaff Railway Station/William St (Melbourne City),Melbourne City
308,43477,D14-Southern Cross Station/Collins St (Docklands),Docklands
309,17849,1-Spencer St/Bourke St (Melbourne City),Melbourne City
310,18055,D5-South Wharf/Wurundjeri Way (Docklands),Docklands
311,18033,3-William St/La Trobe St (Melbourne City),Melbourne City
312,18201,7-Flagstaff Railway Station/William St (Melbourne City),Melbourne City
313,43472,D14-Southern Cross Station/Collins St (Docklands),Docklands
314,18180,D5-South Wharf/Wurundjeri Way (Docklands),Docklands
315,17848,1-Spencer St/Bourke St (Melbourne City),Melbourne City
316,18043,3-William St/La Trobe St (Melbourne City),Melbourne City
317,43476,D15-Batman's Hill/Collins St (Docklands),Docklands
318,43473,D15-Batman's Hill/Collins St (Docklands),Docklands
319,18202,8-Franklin St/William St (Melbourne City),Melbourne City
320,18189,120-Lonsdale St/Spencer St (Melbourne City),Melbourne City
321,18207,8-Franklin St/Peel St (Melbourne City),Melbourne City
322,18042,2-King St/La Trobe St (Melbourne City),Melbourne City
323,18192,120-Lonsdale St/Spencer St (Melbourne City),Melbourne City
324,43480,D16-Harbour Esp/Collins St (Docklands),Docklands
325,43475,D16-Harbour Esp/Collins St (Docklands),Docklands
326,18181,D4-Docklands Park/Harbour Esp (Docklands),Docklands
327,18054,D4-Docklands Park/Harbour Esp (Docklands),Docklands
328,18035,1-Spencer St/La Trobe St (Melbourne City),Melbourne City
329,18190,119-La Trobe St/Spencer St (Melbourne City),Melbourne City
330,18041,119-Spencer St/La Trobe St (Melbourne City),Melbourne City
331,43474,D17-Merchant St/Collins St (Docklands),Docklands
332,18053,D3-Bourke St/Harbour Esp (Docklands),Docklands
333,18182,D3-Bourke St/Harbour Esp (Docklands),Docklands
334,20981,D1-Etihad Stadium/La Trobe St (Docklands),Docklands
335,18040,D1-Etihad Stadium/La Trobe St (Docklands),Docklands
336,47493,D18-Bourke St/Collins St (Docklands),Docklands
337,18052,D2-Central Pier/Harbour Esp (Docklands),Docklands
338,18183,D2-CentralPier/Harbour Esp (Docklands),Docklands
339,18039,D10-NewQuay Prom/Docklands Dr (Docklands),Docklands
340,18037,D10-New Quay Prom/Docklands Dr (Docklands),Docklands
341,18038,D11-Waterfront City/Docklands Dr (Docklands),Docklands
342,17320,26-Albion St/Sydney Rd (Brunswick),Brunswick
343,18720,128-Mitchell St/Holmes St (Brunswick East),Brunswick East
344,19356,128-Mitchell St/Holmes St (Brunswick East),Brunswick East
345,4160,32-Normanby Ave/St Georges Rd (Thornbury),Thornbury
346,4470,32-Normanby Ave/St Georges Rd (Thornbury),Thornbury
347,16720,27-Brunswick Tram Depot/Sydney Rd (Brunswick),Brunswick
348,17319,27-Brunswick Tram Depot/Sydney Rd (Brunswick),Brunswick
349,18721,129-Moreland Rd/Holmes St (Brunswick),Brunswick
350,19358,129-Moreland Rd/Holmes St (Brunswick),Brunswick
351,19357,129-Moreland Rd/Nicholson St (Coburg),Coburg
352,18722,130-Barrow St/Moreland Rd (Coburg),Coburg
353,19359,130-Barrow St/Moreland Rd (Coburg),Coburg
354,18723,131-De Carle St/Moreland Rd (Coburg),Coburg
355,19360,131-De Carle St/Moreland Rd (Coburg),Coburg
356,16719,28-Moreland Rd/Sydney Rd (Brunswick),Brunswick
357,18724,132-Sydney Rd/Moreland Rd (Coburg),Coburg
358,19361,132-Sydney Rd/Moreland Rd (Coburg),Coburg
359,17318,28-Moreland Rd/Sydney Rd (Coburg),Coburg
360,19362,133-Moreland Station/Cameron St (Coburg),Coburg
361,18725,133-Moreland Station/Moreland Rd (Coburg),Coburg
362,18726,130-The Avenue/Nicholson St (Coburg),Coburg
363,17317,29-Moore St/Sydney Rd (Coburg),Coburg
364,21961,29-Moore St/Sydney Rd (Coburg),Coburg
365,19363,130-The Avenue/Nicholson St (Coburg),Coburg
366,16717,30-The Avenue/Sydney Rd (Coburg),Coburg
367,17316,30-The Avenue/Sydney Rd (Coburg),Coburg
368,18727,131-Rennie St/Nicholson St (Coburg),Coburg
369,19364,131-Rennie St/Nicholson St (Coburg),Coburg
370,18728,132-Crozier St/Nicholson St (Coburg),Coburg
371,19365,132-Crozier St/Nicholson St (Coburg),Coburg
372,16716,31-Reynard St/Sydney Rd (Coburg),Coburg
373,17315,31-Edward St/Sydney Rd (Coburg),Coburg
374,18729,133-Harding St/Nicholson St (Coburg),Coburg
375,19366,133-Harding St/Nicholson St (Coburg),Coburg
376,16715,32-Munro St/Sydney Rd (Coburg),Coburg
377,17314,32-Harding St/Sydney Rd (Coburg),Coburg
378,19367,134-Merribell Ave/Nicholson St (Coburg),Coburg
379,18730,134-Merribell Ave/Nicholson St (Coburg),Coburg
380,16714,33-Coburg Market/Sydney Rd (Coburg),Coburg
381,17313,33-Coburg Market/Sydney Rd (Coburg),Coburg
382,16713,34-Bell St/Sydney Rd (Coburg),Coburg
383,17312,34-Bell St/Sydney Rd (Coburg),Coburg
384,17311,35-St Pauls Catholic Church/Sydney Rd (Coburg),Coburg
385,2113,36-Rogers St/Sydney Rd (Coburg),Coburg
386,17310,36-Rogers St/Sydney Rd (Coburg),Coburg
387,1784,37-Gaffney St/Sydney Rd (Coburg),Coburg
388,17309,37-Gaffney St/Sydney Rd (Coburg North),Coburg North
389,17308,38-Carr St/Sydney Rd (Coburg North),Coburg North
390,1292,38-Renown St/Sydney Rd (Coburg),Coburg
391,4173,46-McNamara St/Gilbert Rd (Preston),Preston
392,4510,45-Bell St/Plenty Rd (Preston),Preston
393,4201,45-Bell St/Plenty Rd (Preston),Preston
394,4483,45-Jacka St/Gilbert Rd (Preston),Preston
395,4172,45-Jacka St/Gilbert Rd (Preston),Preston
396,4511,44-Osborne Gr/Plenty Rd (Preston),Preston
397,4202,44-Seymour St/Plenty Rd (Preston),Preston
398,4482,44-Cooper St/Gilbert Rd (Preston),Preston
399,4171,44-Cooper St/Gilbert Rd (Preston),Preston
400,4481,43-Murray Rd/Gilbert Rd (Preston),Preston
401,4512,43-Raglan St/Plenty Rd (Preston),Preston
402,4170,43-Murray Rd/Gilbert Rd (Preston),Preston
403,4203,43-Raglan St/Plenty Rd (Preston),Preston
404,4480,42-Cramer St/Gilbert Rd (Preston),Preston
405,4169,42-Cramer St/Gilbert Rd (Preston),Preston
406,6103,42-Dundas St/Plenty Rd (Preston),Preston
407,4479,41-Bruce St/Gilbert Rd (Preston),Preston
408,4168,41-Bruce St/Gilbert Rd (Preston),Preston
409,4204,42-Miller St/High St (Thornbury),Thornbury
410,4205,41-Blythe St/High St (Thornbury),Thornbury
411,4478,40-Bell St/Gilbert Rd (Preston),Preston
412,6104,41-Collins St/High St (Thornbury),Thornbury
413,4167,40-Bell St/Gilbert Rd (Preston),Preston
414,4477,39-Latona Ave/Gilbert Rd (Preston),Preston
415,6105,40-Mansfield St/High St (Thornbury),Thornbury
416,4166,39-Latona Ave/Gilbert Rd (Preston),Preston
417,4206,40-Mansfield St/High St (Thornbury),Thornbury
418,4474,35-St Georges Rd/Miller St (Preston),Preston
419,4162,34-Miller St/St Georges Rd (Preston),Preston
420,4472,34-Miller St/St Georges Rd (Preston),Preston
421,6106,39-Gooch St/High St (Thornbury),Thornbury
422,6032,39-Ballantyne St/High St (Thornbury),Thornbury
423,4476,38-Oakover Rd/Gilbert Rd (Preston),Preston
424,4165,38-Oakover Rd/Gilbert Rd (Preston),Preston
425,6107,38-Clarendon St/High St (Thornbury),Thornbury
426,4163,36-Bracken Ave/Miller St (Thornbury),Thornbury
427,20980,38-Normanby Ave/High St (Thornbury),Thornbury
428,4473,36-Devon St/Miller St (Preston),Preston
429,4471,33-Hutton St/St Georges Rd (Thornbury),Thornbury
430,17306,40-North Coburg Terminus/Sydney Rd (Coburg North),Coburg North
431,4161,33-Hutton St/St Georges Rd (Thornbury),Thornbury
432,6108,37-Woolton Ave/High St (Thornbury),Thornbury
433,4164,37-Miller St/Gilbert Rd (Preston),Preston
434,4475,37-Miller St/Gilbert Rd (Preston),Preston
435,6034,37-Woolton Ave/High St (Thornbury),Thornbury
436,17307,39-Mercy College/Sydney Rd (Coburg North),Coburg North
437,19368,135-Bell St/Nicholson St (Coburg),Coburg
438,6109,36-Darebin Rd/High St (Thornbury),Thornbury
439,378,39-Mercy College/Sydney Rd (Coburg North),Coburg North
440,4130,133-Canterbury Rd/Mills St (Middle Park),Middle Park
441,4441,134-Carter St/Mills St (Middle Park),Middle Park
442,4131,134-Carter St/Mills St (Middle Park),Middle Park
443,4334,131-Melbourne Sports & Aquatic Centre/Albert Rd (Albert Park),Albert Park
444,4442,135-Richardson St/Mills St (Middle Park),Middle Park
445,4128,131-Melbourne Sports & Aquatic Centre/Albert Rd (Albert Park),Albert Park
446,4132,135-Richardson St/Mills St (Middle Park),Middle Park
447,4133,136-Mills St/Danks St (Middle Park),Middle Park
448,19306,23-Moray St/Park St (South Melbourne),South Melbourne
449,4126,130a-Raglan St/Clarendon St (South Melbourne),South Melbourne
450,4443,136-Danks St/Mills St (Middle Park),Middle Park
451,19305,22-Dorcas St/Eastern Rd (South Melbourne),South Melbourne
452,18482,23-Moray St/Park St (South Melbourne),South Melbourne
453,4384,132-Canterbury Rd/Albert Rd (Albert Park),Albert Park
454,18481,22-Dorcas St/Eastern Rd (South Melbourne),South Melbourne
455,4129,132-Kerferd Rd/Canterbury Rd (Albert Park),Albert Park
456,18222,118-Sturt St/Kings Way (Southbank),Southbank
457,19307,24-Clarendon St/Park St (South Melbourne),South Melbourne
458,4084,129-Park St/Clarendon St (South Melbourne),South Melbourne
459,4332,129-Park St/Clarendon St (South Melbourne),South Melbourne
460,20498,128-Albert Park Station/Light Rail (South Melbourne),South Melbourne
461,18483,24-Clarendon St/Park St (South Melbourne),South Melbourne
462,20499,128-Albert Park Station/Light Rail (South Melbourne),South Melbourne
463,4039,128-Dorcas St/Clarendon St (South Melbourne),South Melbourne
464,18484,25-Cecil St/Park St (South Melbourne),South Melbourne
465,4331,128-Dorcas St/Clarendon St (South Melbourne),South Melbourne
466,19308,25-Cecil St/Park St (South Melbourne),South Melbourne
467,19311,28-Bridport St/Montague St (Albert Park),Albert Park
468,18659,28-Montague St/Bridport St (Albert Park),Albert Park
469,19309,26-Ferrars St/Park St (South Melbourne),South Melbourne
470,4124,127-York St/Clarendon St (South Melbourne),South Melbourne
471,18573,26-Ferrars St/Park St (South Melbourne),South Melbourne
472,4323,127-York St/Clarendon St (South Melbourne),South Melbourne
473,19312,29-Bridport St/Victoria Ave (Albert Park),Albert Park
474,18660,29-Bridport St/Victoria Ave (Albert Park),Albert Park
475,19313,30-Richardson St/Victoria Ave (Albert Park),Albert Park
476,18661,30-Richardson St/Victoria Ave (Albert Park),Albert Park
477,19314,31-Graham St/Victoria Ave (Albert Park),Albert Park
478,19310,27-Montague St/Park St (South Melbourne),South Melbourne
479,18662,31-Graham St/Victoria Ave (Albert Park),Albert Park
480,18658,27-Park St/Montague St (South Melbourne),South Melbourne
481,18663,32-Beaconsfield Pde/Victoria Ave (Albert Park),Albert Park
482,20496,127-South Melbourne Station/Light Rail (South Melbourne),South Melbourne
483,20497,127-South Melbourne Station/Light Rail (South Melbourne),South Melbourne
484,19371,127-North Port Station/Light Rail (Port Melbourne),Port Melbourne
485,19723,127-North Port Station/Light Rail (Port Melbourne),Port Melbourne
486,19724,128-Graham St/Light Rail (Port Melbourne),Port Melbourne
487,19372,128-Graham St/Light Rail (Port Melbourne),Port Melbourne
488,19725,129-Beacon Cove/Light Rail (Port Melbourne),Port Melbourne
489,6118,27-Westgarth St/High St (Northcote),Northcote
490,6044,27-Westgarth St/High St (Northcote),Northcote
491,6115,30-Clarke St/High St (Northcote),Northcote
492,6041,30-Clarke St/High St (Northcote),Northcote
493,6114,31-Northcote Town Hall/High St (Northcote),Northcote
494,6040,31-Northcote Town Hall/High St (Northcote),Northcote
495,6113,32-Mitchell St/High St (Northcote),Northcote
496,6039,32-Mitchell St/High St (Northcote),Northcote
497,6112,33-Separation St/High St (Northcote),Northcote
498,6038,33-Arthurton Rd/High St (Northcote),Northcote
